id	team	nation	pos	rating	potential	pace	shooting	passing	dribbling	defending	physical	rare
187955	112427	195	ST	60	60	70	58	58	58	48	64	0
188278	111398	195	GK	60	70	62	56	54	62	46	61	0
188706	64	18	RB	60	66	70	27	56	45	60	66	0
189267	550	21	GK	60	63	61	60	56	66	38	54	0
189563	112225	27	RB	60	67	71	54	57	60	65	70	1
189592	1861	4	GK	60	60	61	57	55	71	52	52	1
189624	1946	14	CM	60	64	66	34	53	46	57	37	0
189691	112260	14	ST	60	66	71	57	30	63	39	52	0
189709	1855	45	CB	60	69	44	33	43	40	63	61	1
189836	1920	14	LB	60	66	72	46	54	61	62	60	0
189854	563	14	LM	60	64	87	55	53	61	46	54	1
189869	620	14	CAM	60	67	63	43	58	62	50	56	0
190311	1794	14	ST	60	69	83	54	51	59	44	53	1
190330	203	27	CM	60	70	63	56	67	59	50	62	1
190548	111086	37	CB	60	60	60	45	48	36	61	62	0
190598	1841	36	LB	60	64	70	47	55	57	62	52	0
190687	874	37	RB	60	66	50	47	60	61	62	65	0
190942	1445	13	CB	60	70	75	36	52	40	60	63	0
190995	121	42	LM	60	70	69	55	67	62	48	44	1
191041	100087	54	RB	60	65	72	37	57	53	59	48	0
191044	110770	116	LB	60	69	72	48	59	64	61	61	0
191167	1935	14	CB	60	64	57	26	44	48	60	69	1
191408	112676	183	RB	60	59	70	25	49	41	61	66	0
191411	112390	183	LB	60	62	67	25	43	31	67	66	1
191432	112393	183	LB	60	60	84	36	40	58	65	67	1
191439	112389	183	CDM	60	63	60	51	54	53	65	50	0
191629	112390	183	RB	60	61	74	38	60	54	61	65	0
191637	111588	167	RB	60	64	70	48	59	62	64	66	0
191892	1478	167	GK	60	60	56	63	60	61	41	62	1
191919	1476	167	CM	60	63	66	47	59	57	59	60	0
191967	980	167	RB	60	60	50	53	59	59	64	56	0
191998	1032	83	CM	60	72	70	58	43	62	38	48	0
192056	111398	195	CAM	60	64	79	61	56	63	42	48	0
192163	711	46	CB	60	65	55	35	51	41	61	69	0
192239	1873	19	CDM	60	65	63	46	58	59	63	55	0
192363	1786	13	CB	60	68	67	26	25	39	64	60	0
192499	100879	45	CDM	60	65	34	48	62	50	64	68	1
192813	110890	14	CM	60	60	70	53	55	68	36	41	1
192938	68	18	RW	60	78	78	53	46	66	37	53	0
193023	1929	14	CB	60	60	80	43	58	61	61	57	0
193181	1803	14	LM	60	65	84	51	50	66	40	58	1
193186	144	181	GK	60	64	66	57	59	61	44	54	0
193249	111373	4	CB	60	65	56	26	39	31	59	70	0
193299	111705	46	GK	60	58	61	58	78	63	23	59	1
193320	1788	13	RW	60	64	76	57	45	63	33	46	0
193404	110770	47	RM	60	71	69	60	59	63	53	52	0
193570	319	46	ST	60	60	47	55	43	49	46	78	1
193713	219	115	LW	60	70	71	44	58	65	43	42	0
193804	121	14	RB	60	71	79	31	52	56	59	59	0
193943	89	14	RM	60	68	65	65	49	66	32	52	1
193957	1920	56	CM	60	60	80	56	55	65	47	50	0
194259	110326	18	CB	60	67	49	25	48	37	61	68	1
194679	1926	14	GK	60	64	61	58	55	64	51	59	0
194730	1867	45	GK	60	66	64	57	52	65	58	57	0
194769	110749	37	RM	60	66	85	53	52	62	50	60	1
194785	1798	35	CB	60	66	59	29	43	36	60	68	0
194892	210	18	GK	60	63	62	57	63	64	37	61	0
195436	111091	110	CB	60	60	77	29	56	56	58	64	0
195481	110890	14	ST	60	67	74	57	54	57	41	66	0
195698	217	18	CDM	60	72	64	52	56	60	60	56	0
196972	922	36	CB	60	60	62	39	51	42	62	61	1
196976	1945	14	CB	60	68	72	30	44	38	60	72	1
197068	110890	14	CM	60	61	73	51	57	61	59	48	0
197511	112139	183	ST	60	60	78	54	37	52	38	56	0
197718	111651	95	ST	60	64	63	57	56	57	59	67	0
197813	70	18	CAM	60	70	64	54	60	62	47	56	0
197990	112259	14	RM	60	67	72	42	58	57	60	52	0
198059	111065	95	CB	60	60	40	27	36	38	63	69	1
198111	1832	21	CF	60	64	69	61	40	62	38	62	0
198152	15048	138	RM	60	64	81	45	52	61	45	56	1
198160	693	82	LB	60	62	83	37	54	59	60	59	1
198247	1841	36	CF	60	65	73	57	52	62	41	54	0
198858	2038	27	LB	60	67	70	39	37	53	64	54	0
199046	346	25	RM	60	64	69	46	60	58	53	56	0
199081	112072	46	CM	60	59	62	52	58	54	60	66	0
199122	111835	54	CM	60	59	74	54	56	67	50	58	0
199123	111835	54	CB	60	60	59	29	31	32	65	64	1
199130	111835	46	GK	60	60	61	63	62	60	32	60	1
199259	1474	167	GK	60	66	61	66	65	61	44	57	0
199300	2056	167	CB	60	60	69	40	57	55	63	60	0
199311	983	167	CM	60	60	77	56	65	62	56	64	1
199398	1715	47	LM	60	69	73	40	56	58	62	58	0
199439	110329	4	ST	60	75	62	55	42	58	37	56	0
199525	300	4	ST	60	65	71	57	55	63	37	65	0
199616	506	21	CB	60	63	61	32	35	43	63	57	0
199889	1862	47	ST	60	60	64	56	47	57	46	66	0
200067	110569	18	CB	60	65	53	40	50	47	62	61	1
200073	110747	51	CB	60	65	44	46	60	50	63	53	1
200180	682	18	GK	60	61	63	58	55	61	51	60	0
200187	682	7	LB	60	63	58	37	59	55	61	60	0
200368	1465	36	ST	60	64	58	59	53	56	51	72	1
200409	12	42	LM	60	70	71	45	55	62	38	46	0
200462	110745	37	RM	60	67	67	51	40	65	41	60	1
200473	1831	21	ST	60	68	83	58	48	67	33	46	1
200485	1936	14	RM	60	65	89	45	53	64	39	41	1
200501	110069	45	LM	60	72	76	54	56	65	60	61	0
200535	111400	195	CM	60	70	66	50	59	63	49	34	0
200562	112115	167	LB	60	66	68	39	62	56	64	65	1
200600	2056	167	CM	60	64	65	45	60	61	56	51	0
200639	320	46	ST	60	68	72	57	51	63	46	52	0
200663	361	18	ST	60	60	80	57	48	53	49	68	1
200679	461	45	GK	60	72	60	69	56	57	44	60	1
200715	1807	14	GK	60	68	61	59	47	68	42	56	0
200730	1929	18	RB	60	60	64	27	46	50	60	65	0
200793	77	42	LB	60	63	69	28	58	64	57	63	0
200799	688	95	ST	60	69	64	59	44	63	46	62	0
200806	12	14	CM	60	70	65	51	64	62	59	59	0
200826	463	52	ST	60	67	55	54	39	48	44	74	1
200895	3	14	LB	60	67	66	46	58	58	60	56	0
200908	1958	35	LM	60	65	73	47	60	64	36	46	0
200942	110	25	GK	60	69	61	58	63	60	51	64	0
201025	68	18	LB	60	74	69	53	60	53	58	70	0
201082	111086	37	GK	60	66	63	61	60	61	21	58	1
201084	181	42	CAM	60	72	78	50	54	70	38	59	1
201224	1848	39	GK	60	70	60	60	50	62	23	60	0
201227	1832	45	RM	60	73	63	53	57	64	42	44	0
201417	110	25	RB	60	70	57	40	58	60	60	68	0
201431	294	18	CB	60	67	52	26	42	45	61	61	0
201872	688	70	LM	60	64	63	59	58	60	47	52	1
201898	112267	8	CB	60	59	38	34	42	43	61	70	0
201924	459	129	ST	60	68	58	57	41	53	47	60	0
201981	88	34	ST	60	60	81	58	38	57	41	63	1
202028	110234	43	CB	60	60	61	56	55	57	59	68	0
202033	1919	25	LM	60	70	80	53	54	62	35	54	0
202072	1936	14	ST	60	64	69	55	40	58	40	64	1
202073	111144	95	CB	60	66	71	57	53	59	61	66	0
202105	420	37	ST	60	65	64	55	40	59	38	64	0
202121	101112	95	ST	60	60	60	58	47	60	45	71	1
202138	111393	195	CM	60	64	63	45	58	52	61	58	0
202164	688	95	CDM	60	75	65	51	59	64	63	66	0
202170	111766	198	CB	60	64	44	30	41	36	61	72	1
202179	110	14	RM	60	74	79	46	51	68	35	31	1
202185	695	95	ST	60	60	65	56	42	60	41	60	0
202195	1809	18	ST	60	67	73	58	51	58	38	54	0
202208	111395	195	RW	60	67	84	57	43	64	38	42	1
202224	111065	95	CDM	60	62	59	57	56	62	58	60	0
202353	698	95	CM	60	60	81	56	52	65	47	51	1
202398	357	18	LB	60	66	64	38	49	54	64	65	1
202420	1938	25	CM	60	60	78	54	59	58	57	66	0
202527	82	18	ST	60	68	80	55	44	63	44	70	0
202701	110227	40	LB	60	66	58	29	57	34	63	69	0
202770	1804	14	GK	60	60	66	57	71	60	25	59	1
202790	110747	15	CAM	60	66	56	66	63	49	55	62	1
202814	1934	14	RB	60	66	76	27	54	54	59	57	0
202819	423	25	LM	60	70	80	50	55	60	38	48	0
202950	1477	167	CB	60	60	62	37	41	30	59	71	0
202961	111588	167	CF	60	63	74	59	61	65	52	58	0
202966	1473	167	CDM	60	65	61	43	57	44	64	63	0
202970	982	167	ST	60	60	76	60	48	62	51	66	0
202978	983	167	CB	60	65	80	30	35	44	64	72	1
203011	1476	167	CB	60	60	70	42	49	24	63	60	0
203059	1795	14	CB	60	64	67	30	52	48	60	68	0
203083	112267	8	ST	60	59	58	56	55	62	42	58	1
203097	1935	14	RM	60	71	89	54	51	66	32	40	1
203176	1788	117	CDM	60	65	60	44	62	56	58	55	0
203308	111398	195	CM	60	68	70	51	59	59	53	49	0
203357	19	14	LB	60	75	63	29	57	58	59	58	0
203372	631	42	LM	60	69	67	54	60	63	57	54	0
203461	897	47	CM	60	67	73	45	62	62	52	56	0
203521	106	14	CB	60	60	67	31	47	41	59	66	0
203529	112217	40	CB	60	67	59	32	42	38	58	68	0
203625	112218	6	CB	60	71	43	49	53	53	61	69	1
203668	111993	27	LW	60	65	75	55	53	60	39	60	0
203756	8	14	ST	60	68	57	56	45	43	41	75	1
203838	110500	21	LM	60	68	72	61	56	64	36	59	0
203840	89	148	RM	60	62	70	55	58	65	56	68	0
203884	71	108	CB	60	73	61	27	44	46	59	62	0
204105	110456	18	RB	60	73	69	37	52	53	60	56	0
204126	111086	12	ST	60	60	51	56	50	61	45	75	1
204165	1832	21	RB	60	65	72	49	48	59	62	60	0
204280	468	45	ST	60	75	70	58	43	53	40	60	0
204289	109	14	ST	60	82	75	57	49	62	38	60	0
204291	109	14	ST	60	66	67	58	52	68	38	58	1
204296	780	4	ST	60	73	67	60	48	62	38	60	0
204411	1808	14	CDM	60	76	70	42	53	51	63	67	1
204445	1962	35	RB	60	68	82	28	49	55	60	63	1
204472	68	18	RM	60	69	72	53	63	64	38	50	0
204510	246	34	CAM	60	72	59	54	60	63	34	47	0
204619	1747	7	ST	60	68	73	59	47	62	37	62	0
204636	1902	34	GK	60	68	61	60	61	60	44	60	0
204696	1853	45	RM	60	68	71	55	56	63	58	57	0
204722	110765	167	RB	60	61	76	48	59	62	54	58	0
204725	1477	167	GK	60	67	62	62	58	62	63	59	1
204764	571	45	CB	60	65	65	31	54	40	60	62	0
204805	110930	140	GK	60	70	61	59	44	62	40	61	0
204876	452	45	LB	60	72	78	41	50	56	59	52	0
204902	434	1	CM	60	60	76	47	52	64	47	51	0
204914	1935	117	CB	60	68	55	31	48	53	59	68	1
204931	1910	34	GK	60	67	62	55	60	64	56	60	0
204968	294	18	CM	60	70	63	45	59	61	57	57	0
205048	33	21	RM	60	67	79	56	58	63	36	51	0
205082	983	167	GK	60	60	60	59	62	62	52	61	0
205099	100764	40	LM	60	70	67	59	62	65	37	50	0
205161	1794	14	ST	60	66	69	58	56	65	38	58	0
205168	111091	37	CM	60	60	76	48	52	67	38	39	1
205188	62	18	ST	60	67	68	62	29	60	38	72	1
205192	110704	45	LW	60	77	60	52	64	62	47	59	0
205207	110636	57	LB	60	76	80	39	59	65	57	60	0
205254	82	35	LB	60	71	70	41	59	56	59	63	0
205360	109	14	LM	60	67	74	52	54	65	43	50	0
205419	1867	45	LB	60	69	72	24	45	53	58	63	0
205423	1456	36	CM	60	68	73	55	58	69	55	48	1
205463	110178	21	LM	60	68	66	47	60	63	43	50	0
205618	673	34	RB	60	72	52	31	59	59	58	66	0
205703	110704	45	GK	60	60	61	55	57	65	43	59	0
205715	112020	27	CM	60	74	67	47	62	67	49	56	0
205759	189	4	GK	60	75	65	54	57	68	34	55	1
205813	301	37	CM	60	66	62	37	59	57	59	55	0
205854	111540	46	CM	60	75	67	47	65	62	54	58	1
205877	88	14	LB	60	74	74	50	54	56	59	55	0
205898	256	4	CB	60	66	78	38	33	44	60	75	1
205927	650	34	GK	60	65	60	61	58	60	40	59	0
205939	160	21	CM	60	69	73	37	60	67	48	42	0
205962	110745	37	CB	60	60	52	36	41	38	61	62	1
205975	301	37	CB	60	60	76	37	60	54	58	51	0
206004	110109	17	CB	60	67	43	28	52	44	59	70	1
206061	468	45	CDM	60	68	68	44	59	56	59	58	0
206156	1848	27	CM	60	70	70	55	63	61	52	55	0
206159	1848	27	RB	60	79	67	35	50	51	60	58	0
206279	111086	28	CM	60	60	60	39	64	57	58	50	0
206521	981	167	ST	60	70	64	58	43	61	39	65	0
206542	1962	14	ST	60	69	77	56	44	53	40	68	0
206593	2056	167	CB	60	68	70	39	54	54	62	67	0
206634	710	95	RM	60	63	84	56	56	65	41	68	1
206663	697	95	ST	60	65	67	55	34	66	41	56	0
207470	101112	14	CDM	60	61	62	58	57	61	59	64	1
207545	1475	167	LB	60	63	74	27	41	46	58	71	0
207553	700	46	CM	60	69	73	57	59	57	55	51	0
207565	110765	167	ST	60	62	66	50	31	56	40	70	0
207627	101103	56	CB	60	68	54	26	36	35	61	58	0
207644	702	51	RB	60	59	81	42	52	59	58	56	1
207647	379	18	CAM	60	71	64	44	66	66	42	39	1
207660	254	4	CDM	60	71	70	45	58	60	61	58	0
207671	687	93	CM	60	64	59	34	54	55	60	55	0
207790	34	21	CB	60	79	55	52	57	54	58	62	1
207809	111588	167	CM	60	65	60	34	60	54	59	66	0
208020	100634	34	CM	60	67	63	48	60	64	54	54	0
208066	1478	167	CB	60	67	52	27	26	44	61	70	0
208071	1477	167	ST	60	60	71	51	56	62	40	54	0
208076	110765	167	CDM	60	66	67	55	59	61	58	54	0
208079	111588	167	LB	60	62	73	33	49	57	60	59	0
208126	111239	21	ST	60	64	66	58	49	55	37	64	0
208194	210	167	LM	60	69	80	44	53	63	34	41	0
208304	1474	167	CAM	60	72	69	51	59	62	34	43	0
208335	110178	21	RB	60	68	66	45	58	54	58	64	0
208345	111091	37	ST	60	60	57	54	39	56	45	67	0
208433	111835	1	CM	60	60	77	51	59	63	36	47	0
208458	1800	14	CM	60	69	68	51	61	59	57	63	0
208676	111396	195	LM	60	70	80	58	55	64	41	51	0
208696	111822	4	ST	60	60	53	59	33	56	40	66	1
208700	110178	21	ST	60	68	77	49	56	65	42	53	0
208752	1924	14	CB	60	65	63	31	40	35	60	64	0
208765	144	38	CM	60	60	77	46	53	66	54	53	0
208914	112139	183	CB	60	64	64	27	29	31	60	70	0
208944	1938	14	CB	60	61	65	29	46	42	60	65	0
209014	1755	36	CM	60	71	73	54	58	62	59	62	0
209027	112392	183	GK	60	66	62	61	58	63	40	58	0
209033	112392	183	CB	60	57	69	39	53	47	60	66	0
209041	605	183	CB	60	65	59	27	26	27	61	75	1
209214	112395	183	RB	60	57	86	35	54	56	58	47	1
209250	1948	25	RB	60	63	73	40	53	48	59	63	0
209273	1913	129	CB	60	60	77	44	55	65	59	62	0
209288	110569	18	CM	60	73	72	52	66	69	35	41	1
209404	110746	37	LB	60	60	66	54	61	62	55	52	0
209443	1904	34	LB	60	68	54	29	51	48	66	64	1
209464	1917	42	CB	60	60	53	34	38	39	60	68	0
209532	1806	4	GK	60	79	59	57	53	64	50	59	0
209552	112096	183	CDM	60	63	71	30	50	52	60	64	0
209563	112096	183	GK	60	59	60	61	63	59	43	63	0
209675	2	90	CB	60	70	66	31	32	34	59	65	0
209726	1905	34	CM	60	60	77	61	54	65	39	54	0
209745	10029	145	CAM	60	72	68	51	58	64	35	46	0
209754	450	45	CDM	60	70	55	37	60	57	56	50	0
209757	111400	195	GK	60	65	62	57	60	67	39	54	0
209782	319	46	LM	60	75	76	52	53	69	33	34	1
209834	112427	195	RW	60	68	91	44	49	67	39	50	1
209842	647	98	ST	60	66	68	55	50	61	39	67	0
209969	81	42	LM	60	64	71	51	56	62	59	60	0
209998	378	18	GK	60	67	62	59	58	62	44	56	1
210005	111373	4	LB	60	67	77	53	51	67	61	57	0
210009	80	42	LB	60	70	69	43	58	62	58	54	1
210019	21	21	GK	60	70	64	58	60	63	26	54	1
210151	100764	40	ST	60	65	72	56	40	60	35	62	0
210217	111398	195	CB	60	65	65	30	50	57	58	60	0
210255	121	118	ST	60	69	74	53	54	58	41	71	1
210275	111373	4	RM	60	67	81	61	52	71	34	44	1
210340	111400	87	ST	60	60	90	55	49	65	33	47	1
210341	688	47	CB	60	60	73	46	58	56	60	53	0
210384	1906	34	LB	60	70	73	49	61	65	59	50	0
210420	239	7	CM	60	60	72	45	57	67	36	43	0
210441	110710	45	ST	60	60	68	59	43	55	37	68	0
210444	691	107	ST	60	67	67	53	46	61	41	66	0
210445	312	40	GK	60	65	66	57	65	61	43	56	1
210487	112389	183	CF	60	61	69	55	30	59	37	55	0
210498	112392	183	LM	60	66	66	55	59	57	54	53	0
210505	247	34	CM	60	60	63	52	65	66	58	54	1
210519	110704	38	CDM	60	77	72	44	52	55	60	61	0
210580	110089	40	GK	60	68	64	56	58	62	38	58	1
210613	1910	21	CM	60	61	65	47	62	61	62	62	0
210711	697	95	GK	60	65	61	59	63	64	45	60	0
210723	165	21	LB	60	66	73	57	58	62	53	50	0
210729	1914	34	RB	60	72	76	30	52	61	58	50	0
210733	1914	34	ST	60	60	68	62	46	70	36	52	1
210794	670	53	CAM	60	60	62	51	59	64	41	53	0
210843	112096	183	LB	60	69	72	26	44	39	61	71	0
210889	91	14	LB	60	65	68	29	59	52	60	62	0
211071	110831	45	LM	60	67	77	60	56	63	39	51	1
211137	112393	183	CB	60	60	48	26	28	32	62	64	0
211234	110710	45	CM	60	60	57	49	56	76	33	40	1
211414	1940	14	CDM	60	58	64	46	54	54	60	64	0
211485	550	48	LM	60	68	72	58	59	65	36	47	0
211542	100769	40	GK	60	74	66	58	57	60	42	57	0
211720	110178	21	RM	60	65	74	40	61	58	35	52	0
211742	159	21	LM	60	68	74	52	64	64	56	62	0
211745	159	21	CDM	60	66	69	42	55	54	62	60	0
211793	111395	195	CB	60	66	67	32	49	43	59	66	0
211840	503	21	CDM	60	66	51	50	53	49	63	65	1
211999	36	21	CDM	60	79	62	34	56	57	59	66	0
212008	111398	195	ST	60	63	70	57	58	65	37	56	0
212138	111091	37	RM	60	70	88	53	63	59	48	63	1
212156	111140	56	ST	60	67	70	55	37	56	38	61	0
212424	687	95	CDM	60	75	55	48	61	63	57	50	0
212594	696	95	CM	60	71	76	52	51	61	58	55	0
212685	687	95	RB	60	66	55	32	58	55	62	56	0
212712	695	95	CB	60	60	71	40	49	56	58	68	0
212726	111140	95	CB	60	60	52	45	53	52	60	68	1
212727	111065	95	ST	60	64	54	49	44	57	42	70	1
212778	1477	167	CM	60	60	66	35	59	57	60	68	0
212809	111928	95	CB	60	64	64	28	52	54	62	61	0
212817	1476	167	ST	60	60	61	53	32	60	38	70	0
212885	693	103	CM	60	60	81	46	53	68	32	44	1
212950	682	18	CB	60	60	60	35	42	52	58	68	0
212951	682	7	ST	60	60	64	57	57	66	35	56	0
212956	697	95	LB	60	65	77	38	57	58	59	58	0
212958	697	70	CB	60	66	55	32	47	48	60	68	0
212992	300	24	ST	60	69	70	60	52	65	36	53	0
212993	300	36	GK	60	60	66	54	61	66	42	54	0
213131	702	208	CM	60	60	69	51	61	63	42	43	0
213134	32	21	CDM	60	84	64	39	64	61	56	52	1
213307	694	95	LM	60	69	71	57	56	61	37	43	0
213331	28	21	CB	60	83	60	27	39	41	60	64	1
213337	1439	54	CM	60	73	68	49	57	65	50	42	1
213338	1439	46	LM	60	67	72	52	52	67	44	48	0
213464	1870	46	RB	60	66	72	41	59	60	57	57	0
213498	111705	46	CM	60	68	61	52	56	69	54	55	1
213575	1476	54	ST	60	60	68	57	53	60	37	48	0
213733	100766	40	ST	60	77	67	60	53	65	38	56	0
213813	702	46	CM	60	70	61	47	61	58	58	53	0
213817	111271	97	RM	60	64	70	44	61	61	45	49	0
213896	111139	52	CM	60	60	74	50	58	58	55	61	0
213921	1913	34	GK	60	68	66	54	64	67	40	59	0
214595	10029	21	RB	60	67	66	33	60	58	61	61	0
214620	111091	37	ST	60	68	66	54	37	58	39	61	0
214884	1873	37	CB	60	71	59	45	50	60	62	62	0
215423	33	144	LM	60	72	78	50	55	67	43	42	0
215580	112512	37	ST	60	63	69	58	57	61	35	57	0
215582	112512	37	CAM	60	77	69	55	63	62	41	54	0
215691	100632	34	CM	60	63	69	46	65	61	58	61	1
215863	647	34	CM	60	60	63	54	57	58	47	64	0
215921	110913	18	RM	60	63	72	58	55	64	46	60	0
216112	100087	118	CB	60	60	61	27	39	38	59	70	1
216284	485	21	CB	60	60	38	31	35	37	60	72	1
216359	506	18	CDM	60	66	68	44	58	58	60	60	0
216386	10030	21	RM	60	66	72	48	54	63	42	52	0
216549	298	36	ST	60	70	72	59	51	62	34	54	0
216833	1909	34	GK	60	70	60	61	58	63	46	58	0
219637	479	45	GK	60	69	55	61	58	63	55	62	0
219654	1861	167	CAM	60	70	85	54	60	62	36	42	1
190539	1463	46	ST	60	67	74	53	43	58	39	62	0
200684	1799	14	ST	60	70	78	53	50	61	45	49	0
2702	357	14	LM	59	59	53	64	54	64	50	66	1
5445	1803	14	CB	59	59	37	27	54	47	60	61	0
11336	1933	14	CM	59	58	48	62	67	54	51	55	1
11793	1955	14	GK	59	59	65	54	65	59	35	56	0
19184	143	14	ST	59	58	40	55	50	52	46	67	0
19539	112254	14	CB	59	59	59	47	65	52	55	61	1
20337	306	123	ST	59	58	81	57	51	55	39	66	1
45848	112374	46	CB	59	59	54	38	45	45	61	66	0
47702	898	47	CB	59	61	50	47	57	52	60	63	0
51328	1930	14	CB	59	59	50	27	38	33	60	70	1
53343	357	14	CB	59	58	57	26	35	37	60	68	0
53363	1797	14	GK	59	62	63	58	60	62	37	53	1
53505	1480	14	ST	59	59	72	54	54	60	46	63	0
53818	1933	14	CM	59	59	62	44	58	56	53	63	0
100574	112512	37	ST	59	59	52	60	55	55	44	71	1
100745	1954	14	GK	59	59	56	54	55	62	41	62	0
100751	1925	25	CB	59	60	50	47	60	53	60	58	0
100905	1930	117	CB	59	59	74	29	40	49	61	73	1
101891	111651	14	CM	59	59	59	51	60	62	61	63	0
103582	1954	14	CB	59	59	56	34	40	44	60	72	1
111320	1929	14	CB	59	59	39	56	51	47	63	60	0
120040	1870	46	LB	59	60	52	45	62	56	59	58	0
122269	1940	50	RWB	59	56	60	42	58	42	59	67	0
122270	112259	42	CM	59	59	49	50	64	58	52	51	0
134734	321	46	RB	59	60	66	45	56	56	60	55	0
134812	1948	14	ST	59	60	58	56	36	57	38	59	0
136120	121	42	LB	59	59	62	27	53	57	60	60	0
137356	1838	27	GK	59	59	67	53	55	65	42	52	0
138251	86	42	RB	59	59	80	33	57	56	57	69	0
138423	1951	14	CDM	59	59	62	48	56	59	60	66	0
139233	111588	167	GK	59	59	62	60	59	55	53	61	0
139474	143	14	CB	59	59	52	29	39	34	62	68	0
139654	100805	42	CB	59	59	54	26	53	52	60	63	0
144418	700	46	CB	59	59	59	36	40	34	58	71	0
147931	112115	39	ST	59	59	48	64	68	76	32	51	1
148480	111087	37	LB	59	60	70	53	60	60	56	66	0
149654	306	25	CB	59	58	53	43	46	49	61	59	0
149672	422	14	CB	59	59	46	38	47	31	61	68	1
149687	445	25	CM	59	59	54	57	60	58	57	61	0
149776	111285	25	GK	59	59	58	61	50	59	36	60	0
150678	112549	18	RB	59	59	72	32	49	49	62	56	0
151564	112424	13	CB	59	59	68	41	40	35	63	72	1
152511	1946	14	CM	59	59	68	55	58	58	62	60	0
152574	112224	195	ST	59	59	49	57	34	55	42	66	1
152643	1925	25	CM	59	59	48	49	66	60	59	55	1
152697	1480	25	CB	59	60	57	30	41	42	62	69	1
155787	111092	37	RB	59	59	58	49	58	59	58	58	0
156162	1946	14	GK	59	59	63	56	57	62	53	57	0
157371	1936	14	LM	59	59	83	51	51	62	38	56	1
158073	1443	13	CM	59	61	70	53	66	58	49	43	1
158396	1862	136	ST	59	59	75	58	50	59	45	64	0
159391	86	42	CM	59	59	68	52	60	62	62	63	0
160769	110313	14	LB	59	61	79	49	54	58	56	65	0
161642	15015	14	ST	59	59	54	59	41	52	41	62	1
162391	1954	77	LM	59	62	81	51	53	60	56	57	1
162401	112254	14	GK	59	59	61	59	58	63	53	51	0
162454	1941	14	CDM	59	63	66	52	60	39	56	60	0
163306	1480	14	LM	59	61	80	58	55	62	57	53	0
163466	110569	18	CB	59	59	72	43	58	63	56	47	0
163608	1929	14	CDM	59	59	50	41	61	53	57	60	0
163757	110890	50	CB	59	74	63	42	57	59	58	58	0
165005	110747	37	CDM	59	60	42	52	63	56	56	58	0
165025	111087	37	RB	59	59	65	37	53	45	60	68	0
165156	112512	37	LM	59	58	66	52	61	60	53	42	0
166850	1935	14	GK	59	60	67	53	42	68	57	51	0
167328	563	25	RB	59	59	64	45	51	42	60	63	0
167691	82	14	RB	59	60	72	37	56	46	60	63	0
167695	100804	25	CM	59	58	62	43	61	63	64	70	0
167926	121	14	CM	59	66	71	53	58	59	61	64	0
168393	1844	27	GK	59	59	59	60	56	59	37	58	1
169441	100805	42	CB	59	59	63	26	55	57	60	68	0
169591	361	42	RB	59	63	70	41	58	59	56	58	0
169748	111651	47	CB	59	59	71	46	65	63	56	55	1
169800	1530	118	LB	59	62	73	36	51	58	59	54	0
170015	1951	25	CM	59	63	76	62	60	58	50	49	1
170124	110747	37	RB	59	59	64	48	59	54	62	60	0
170228	1940	14	RM	59	63	74	59	60	63	40	50	0
170249	1802	14	CDM	59	62	57	45	57	56	59	56	0
170288	1928	14	RM	59	63	80	49	52	65	42	42	0
170300	1946	14	ST	59	61	67	59	41	55	38	58	0
170579	434	52	CB	59	59	63	47	56	51	57	63	0
171083	1930	25	ST	59	59	82	55	49	62	36	55	1
172142	1447	13	RM	59	64	56	55	63	51	53	64	0
173349	83	14	RM	59	65	81	52	56	60	35	44	1
173498	1958	50	CM	59	63	59	52	67	46	55	52	1
173812	563	25	LB	59	64	80	53	57	57	57	59	0
173836	1929	14	ST	59	63	75	53	47	68	41	52	1
173891	361	14	RM	59	63	68	57	55	62	39	63	0
175816	1456	46	ST	59	59	79	55	49	60	37	54	0
175890	112199	36	CB	59	59	49	37	44	33	61	69	1
176257	420	37	GK	59	57	62	52	62	63	38	62	0
176799	702	104	CB	59	59	65	48	57	53	60	63	0
176862	112072	46	LM	59	58	72	40	53	57	51	64	0
176863	112374	46	CB	59	59	51	37	47	44	57	72	1
176988	112254	14	LWB	59	59	69	56	59	59	62	68	1
177056	112427	195	CB	59	59	73	54	59	57	59	63	0
177324	1929	99	LM	59	57	74	50	51	64	40	52	0
177461	702	46	CB	59	59	71	47	53	59	61	65	0
177799	894	47	LB	59	64	70	49	57	58	56	50	0
177989	1478	167	ST	59	59	93	44	58	50	43	52	1
178100	1928	14	ST	59	59	79	54	42	68	35	56	1
178392	696	95	GK	59	67	61	58	58	60	47	61	1
180181	423	25	CB	59	58	52	30	43	38	62	58	1
180280	1476	167	CM	59	59	63	51	55	56	59	65	0
180357	563	25	CB	59	60	34	37	43	33	61	58	0
180755	112224	195	GK	59	61	64	54	53	67	58	52	0
181737	306	25	RW	59	58	71	57	58	60	38	59	0
181796	423	25	RB	59	58	71	38	52	40	57	58	0
181879	1924	14	CDM	59	63	45	29	47	48	59	67	0
182156	423	25	CM	59	62	54	56	61	57	56	53	0
182185	1949	14	CM	59	63	71	53	59	56	53	60	0
182441	112427	195	RW	59	62	71	53	40	64	34	31	0
182489	112260	14	GK	59	60	59	61	47	62	25	56	0
182617	1797	14	ST	59	63	70	54	50	56	50	67	0
182649	298	36	GK	59	59	59	61	60	63	35	57	1
