id	team	nation	pos	rating	potential	pace	shooting	passing	dribbling	defending	physical	rare	strength	ballcontrol	shotpower	skillmoves	fkaccuracy
147964	111393	195	CB	61	62	53	39	49	43	62	66	0	72	53	48	1	27
148486	110747	37	RB	61	61	66	53	65	58	59	62	1	61	58	66	1	50
148721	1439	36	CB	61	61	69	43	62	60	60	58	1	58	60	43	3	62
150339	159	21	LM	61	61	73	63	59	59	44	61	1	72	59	71	2	74
151184	1930	14	GK	61	62	55	66	59	59	48	67	1	77	21	35	0	25
151473	15048	14	ST	61	61	66	57	48	54	43	76	1	76	54	57	2	48
151750	1445	13	CB	61	61	61	26	28	32	62	70	0	64	40	40	1	25
152094	112022	4	CB	61	61	67	32	51	51	61	66	0	66	51	32	2	51
152454	112260	14	LM	61	63	78	61	48	63	48	68	0	73	61	55	1	66
152522	1801	14	CM	61	62	67	60	61	62	50	55	0	60	62	69	1	61
152600	1841	36	ST	61	61	68	54	50	60	43	70	1	80	63	71	1	33
153014	111087	37	RB	61	61	61	48	61	57	61	52	0	62	60	49	1	38
153195	1475	167	CB	61	61	91	47	51	58	63	68	1	68	58	47	3	51
154738	301	37	LM	61	61	63	56	61	60	64	58	0	56	51	67	2	64
155349	980	167	CB	61	61	31	46	56	56	60	64	0	64	56	46	3	56
155422	111086	37	GK	61	61	62	63	58	56	31	66	1	68	25	23	0	25
155517	1516	13	CM	61	62	77	62	66	68	46	62	1	65	67	64	2	62
155898	691	14	CDM	61	63	65	61	59	61	59	65	0	72	60	67	2	68
155901	143	25	ST	61	57	72	62	48	53	46	60	1	68	56	60	1	41
156467	1928	93	CM	61	61	62	61	60	62	61	63	0	66	62	65	1	60
156473	77	14	ST	61	62	51	60	44	58	42	68	0	75	58	66	1	46
156704	1439	46	RM	61	64	62	55	59	59	54	55	0	58	61	57	1	62
157226	181	25	CB	61	60	71	39	59	66	62	64	0	64	64	56	1	38
157592	2045	4	CM	61	61	72	60	61	75	46	54	1	47	73	64	2	64
158677	112424	13	CM	61	61	63	51	66	55	58	57	1	73	62	60	1	62
158797	897	47	CB	61	63	72	48	56	58	57	69	0	63	62	47	1	31
158911	434	47	CDM	61	58	69	61	64	62	56	56	0	65	61	59	2	63
159074	86	35	CAM	61	60	72	56	56	64	43	44	0	33	61	62	2	45
159216	112374	36	CM	61	65	70	60	56	63	51	56	1	56	68	69	1	58
159330	780	4	CDM	61	66	65	49	58	59	63	65	0	74	63	71	1	38
159357	111821	4	CDM	61	65	65	45	60	60	59	60	0	59	61	49	1	36
161776	95	25	GK	61	62	59	60	65	67	55	57	0	78	21	21	0	25
161998	110734	27	CM	61	63	61	58	63	61	58	58	0	62	64	68	2	62
162005	111705	46	CB	61	61	61	44	51	47	60	68	0	67	52	56	1	42
162397	300	36	RB	61	64	72	47	55	57	59	69	0	71	62	67	1	37
163051	1954	14	RM	61	62	65	60	62	64	40	56	0	62	61	66	2	58
163170	1946	195	CB	61	61	49	32	48	55	61	68	0	80	53	49	1	27
163265	477	45	GK	61	65	65	62	70	59	39	56	1	81	21	23	0	24
163585	306	25	ST	61	58	78	57	38	60	41	62	0	60	54	53	2	60
163666	294	18	ST	61	61	67	57	61	66	45	59	0	62	62	48	2	43
163756	1940	14	CB	61	60	56	34	46	35	62	65	1	79	45	54	1	31
163901	110915	27	GK	61	61	60	61	53	64	42	62	0	61	22	40	0	25
163985	112427	27	CDM	61	61	53	51	63	62	62	67	0	73	65	64	1	51
164009	112260	14	LB	61	61	73	45	55	55	61	66	0	71	59	71	1	26
164773	86	42	LB	61	60	62	60	60	60	62	60	0	62	58	61	1	64
165003	111086	37	LB	61	61	57	42	46	44	63	56	0	64	42	62	1	32
165868	980	167	CB	61	61	87	43	55	63	60	59	1	59	63	43	3	55
165879	110765	167	CM	61	61	63	45	55	55	63	67	1	67	55	45	2	55
167867	1962	42	CB	61	61	60	46	49	51	60	68	1	68	51	46	2	49
167940	898	18	CB	61	61	51	46	50	48	63	70	1	84	56	67	1	57
168484	111822	45	CB	61	63	58	44	52	51	62	71	0	75	48	45	1	21
168865	607	183	GK	61	61	65	58	59	62	32	63	0	61	25	25	0	25
169087	209	4	RB	61	61	80	39	58	56	62	60	1	76	53	55	1	32
169150	15048	18	ST	61	60	77	55	44	58	41	64	0	77	60	67	2	34
169163	700	171	GK	61	59	60	61	54	64	42	58	1	79	25	38	0	25
169391	1803	14	RB	61	61	64	27	54	51	61	63	0	66	58	34	1	23
169481	1949	25	RB	61	65	68	33	54	56	61	64	0	66	56	42	1	52
169495	1804	27	LM	61	66	72	56	58	66	47	60	0	59	65	57	2	64
169537	269	13	ST	61	61	57	56	48	57	49	72	1	72	57	56	3	48
169539	357	14	CB	61	62	59	37	44	35	64	63	0	72	46	41	1	57
169631	306	25	LM	61	67	90	57	54	60	36	59	1	60	57	59	1	66
169701	89	14	RB	61	64	84	43	52	62	51	51	1	57	56	45	2	41
169793	1795	25	CM	61	71	67	53	58	65	50	51	0	58	61	48	2	46
169901	15048	14	CB	61	61	61	32	38	33	61	66	1	78	48	46	1	34
169907	1794	14	ST	61	63	78	57	39	64	38	58	0	65	63	62	1	44
170114	181	42	ST	61	65	66	63	41	59	39	66	1	72	64	65	1	69
170902	212	18	CDM	61	61	64	60	59	63	60	61	0	73	61	65	1	66
172178	1954	25	ST	61	61	64	56	44	48	48	69	1	81	59	62	1	57
172516	272	13	CM	61	68	65	46	59	59	61	64	0	64	65	63	1	40
172669	1888	38	CB	61	61	63	34	49	46	65	63	0	63	46	34	2	49
172722	1945	14	CB	61	61	56	46	58	54	60	60	0	60	54	46	2	58
172807	1949	25	CM	61	62	60	57	60	58	57	54	0	76	60	67	2	60
173659	181	42	CM	61	61	70	61	63	66	56	61	1	61	66	61	3	63
173682	1754	42	CM	61	61	67	64	64	66	50	53	1	53	66	64	3	64
173893	1480	25	CM	61	65	68	59	63	56	57	58	1	56	60	66	1	69
174013	15021	45	CDM	61	61	69	45	52	57	57	79	1	66	65	58	1	25
175033	981	167	CB	61	61	72	38	61	57	62	62	0	62	57	38	3	61
175316	81	42	LB	61	64	54	43	61	66	61	61	0	56	62	57	1	54
175724	898	31	RB	61	59	59	54	62	58	60	63	0	63	50	62	1	59
175893	417	36	LB	61	68	68	56	60	60	60	65	1	67	65	70	1	55
176224	697	95	CM	61	61	73	56	58	65	54	52	0	52	65	56	3	58
176349	1477	167	CB	61	61	75	40	50	61	62	49	0	49	61	40	3	50
176370	1473	167	RW	61	60	66	48	59	64	40	55	0	59	57	57	2	61
176408	1473	167	LB	61	59	76	47	59	56	61	65	0	77	55	69	1	21
176928	710	46	LB	61	60	62	53	59	59	61	64	0	66	65	67	1	67
177013	159	21	RM	61	63	64	57	59	61	53	64	0	76	64	69	1	41
177125	224	18	CB	61	61	66	54	59	53	62	59	0	71	59	59	1	57
177313	346	14	ST	61	61	76	59	41	53	37	56	0	63	53	60	1	35
177368	1812	18	CM	61	60	66	53	63	62	61	59	0	64	65	59	1	68
177761	15015	14	RB	61	58	65	36	43	39	63	70	0	75	43	34	1	23
178218	1804	14	RB	61	66	71	34	53	57	61	66	0	67	62	38	1	27
178220	110147	83	CB	61	61	54	38	61	53	63	64	0	64	53	38	2	61
178289	1738	18	GK	61	66	65	64	62	62	31	57	0	32	21	31	0	25
178298	100831	45	ST	61	61	69	54	60	62	40	50	0	49	64	58	2	48
178589	111399	195	LB	61	63	71	48	57	62	59	54	0	58	57	59	1	62
179052	112512	37	CAM	61	62	63	56	59	61	47	52	0	64	60	62	2	52
179055	110747	37	LB	61	64	60	52	52	39	63	62	1	65	44	77	1	57
179542	1755	36	ST	61	61	70	53	49	67	52	59	0	59	67	53	3	49
179663	1938	14	LM	61	67	74	52	63	65	59	61	0	57	61	56	2	52
179725	1820	18	RB	61	65	62	29	61	43	65	58	0	73	59	33	1	21
179757	95	108	LB	61	62	86	38	59	61	62	58	1	74	62	44	1	41
179769	111070	83	CM	61	61	67	53	57	69	38	46	1	46	69	53	3	57
179860	1929	14	ST	61	65	77	55	51	62	44	64	0	85	62	64	1	36
179928	1962	14	RB	61	61	75	31	63	53	60	63	0	68	49	24	1	34
180430	111091	37	ST	61	66	64	56	46	65	46	63	1	79	64	71	3	48
180689	112390	183	CDM	61	61	71	47	54	56	62	61	0	76	64	45	1	46
180731	111399	195	CB	61	61	37	33	48	42	60	65	1	65	42	33	2	48
181223	111086	12	CB	61	64	36	40	46	46	62	61	0	75	45	54	1	26
181457	1928	42	CB	61	62	60	41	43	45	62	71	1	70	43	61	1	44
181559	1823	18	CB	61	70	57	35	62	53	60	64	0	71	69	58	1	58
182206	1803	14	GK	61	64	63	55	62	67	52	59	0	64	32	25	0	25
182612	127	14	CB	61	64	38	29	30	35	61	70	1	90	51	26	1	34
182688	1802	14	RM	61	70	72	57	58	59	59	60	0	73	50	66	2	57
182748	1949	50	RB	61	66	73	39	51	54	62	66	0	72	49	55	1	25
182944	1926	14	CM	61	61	56	52	58	59	60	66	0	76	63	56	1	53
183143	1945	14	ST	61	60	75	58	52	61	40	54	0	45	60	58	2	32
183244	112224	195	GK	61	60	63	59	60	64	42	64	1	65	31	25	0	25
183353	110831	45	RB	61	66	71	51	56	57	59	58	0	71	63	59	1	50
183486	898	47	RM	61	71	68	44	61	59	51	54	0	57	59	61	1	41
183517	373	14	CM	61	62	76	37	55	56	63	66	0	80	54	44	1	35
183530	361	14	CM	61	62	70	60	63	62	47	63	0	71	63	64	2	61
183700	780	4	ST	61	69	77	61	58	66	39	62	0	77	64	70	2	35
183789	1794	14	GK	61	64	59	63	66	59	34	61	0	68	32	33	0	25
183995	702	46	LM	61	60	78	38	52	69	36	38	1	50	64	45	2	43
184065	111140	95	RW	61	63	77	59	60	62	52	58	0	67	60	65	2	58
184135	1786	13	ST	61	61	73	58	51	63	37	55	0	66	60	65	1	25
184229	920	36	LB	61	63	75	45	63	57	60	55	1	75	67	73	1	24
184491	1930	14	LB	61	64	82	29	46	57	62	62	1	67	49	43	1	31
184502	110326	18	CDM	61	70	67	32	62	57	65	52	0	77	62	24	1	47
184607	112259	14	CM	61	65	65	54	60	59	57	62	0	52	63	56	1	55
184726	1943	50	CM	61	61	62	33	59	59	58	60	0	60	59	33	3	59
184780	15048	14	RB	61	65	65	31	48	37	63	61	0	59	53	37	1	24
184798	1929	14	CB	61	61	67	29	50	41	62	70	0	80	31	33	1	36
185118	110747	10	GK	61	61	61	60	54	62	42	67	1	61	23	25	0	25
185170	111400	195	RB	61	64	63	34	49	55	61	68	0	70	60	53	1	41
185192	111083	37	ST	61	67	68	55	50	56	54	67	0	79	53	50	2	47
185207	110915	27	CM	61	69	67	48	62	62	47	42	0	32	66	62	1	65
185260	485	48	ST	61	61	66	57	50	61	39	65	0	65	61	57	3	50
186103	1930	14	CB	61	62	68	27	51	50	63	62	0	72	57	57	1	27
186122	346	14	CB	61	64	60	37	46	44	61	62	1	84	56	43	1	41
186177	357	14	RM	61	65	82	52	55	63	54	60	1	74	60	48	2	43
186201	1937	14	ST	61	64	74	57	36	54	38	64	0	72	56	57	1	47
186306	1878	14	ST	61	61	67	60	57	60	37	67	0	67	60	60	3	57
186414	111821	18	LM	61	68	77	60	58	65	41	63	0	79	62	66	1	55
186539	894	1	CDM	61	64	66	49	61	53	66	62	1	71	57	63	1	52
186642	111140	95	CB	61	61	68	41	53	56	64	60	0	60	56	41	3	53
186751	1926	14	CF	61	65	71	60	56	62	44	53	0	58	62	60	1	64
187028	127	25	CDM	61	62	64	55	62	57	54	61	0	59	58	65	1	44
187184	983	167	ST	61	61	76	59	57	60	46	53	0	53	60	59	3	57
187296	1879	83	LWB	61	70	74	53	62	66	55	54	0	54	68	68	1	58
187454	1478	167	LB	61	61	72	44	63	60	63	71	1	84	59	30	1	55
187682	209	4	RB	61	65	78	38	61	64	61	58	0	65	60	50	2	38
187918	112374	1	CM	61	65	57	54	60	70	46	50	1	57	68	60	1	56
188257	100804	42	LB	61	66	66	27	56	55	61	66	0	71	55	25	1	30
188308	110178	18	CAM	61	64	77	60	54	67	37	52	0	52	68	57	2	44
188490	143	14	CM	61	66	76	56	62	61	55	56	0	70	62	67	1	57
188653	68	18	RB	61	66	57	30	60	44	63	60	0	71	56	32	1	33
188671	110062	45	CDM	61	62	58	56	63	54	57	53	0	66	63	72	1	60
188775	111399	195	CAM	61	65	81	52	54	67	40	42	1	58	61	51	2	48
188954	682	18	RB	61	64	75	51	58	57	60	62	0	63	56	68	1	53
188989	29	21	RB	61	66	77	43	59	60	61	57	0	63	62	53	1	37
189003	1814	18	RB	61	65	73	47	54	63	61	60	0	70	63	46	2	45
189098	1941	14	RM	61	65	81	49	54	64	39	39	1	59	56	54	2	63
189099	210	108	RW	61	69	77	54	38	65	41	67	0	71	69	66	1	55
189110	81	42	CB	61	69	69	30	55	48	61	66	0	70	54	41	1	25
189174	1861	45	CB	61	67	63	33	34	50	61	68	0	66	58	48	1	22
189325	702	46	LM	61	65	75	49	50	70	29	37	1	39	67	71	1	47
189551	110398	47	RB	61	70	53	37	46	45	65	56	1	84	55	77	1	67
189687	81	35	LB	61	68	71	39	60	51	61	66	0	70	58	67	1	32
189734	82	27	CB	61	64	55	48	61	61	66	73	1	84	59	56	1	54
189813	112410	27	LM	61	65	75	51	58	62	44	56	0	62	67	60	2	62
189884	112427	195	RB	61	61	66	61	62	68	59	51	1	59	73	57	2	77
189946	1530	18	RB	61	69	56	35	59	53	60	63	0	65	64	45	1	38
190039	682	7	CB	61	63	59	55	58	48	61	64	0	69	55	65	1	62
190239	2	14	ST	61	73	79	55	53	64	42	59	0	78	58	64	2	29
190454	299	36	LB	61	70	70	51	54	66	60	61	1	68	70	73	2	33
190466	1932	14	ST	61	67	81	52	49	63	42	59	1	65	62	61	1	33
190481	1439	36	LB	61	64	69	57	56	59	61	66	1	72	60	71	1	45
190488	212	18	ST	61	72	84	57	32	61	37	56	1	58	57	55	2	39
190566	111651	95	CM	61	62	79	55	61	65	62	61	0	64	62	68	1	45
190578	112134	95	CM	61	61	69	59	63	62	53	52	0	52	62	59	3	63
190597	780	4	CDM	61	70	70	51	60	65	60	64	0	63	65	68	1	21
190649	110913	126	CB	61	61	59	32	31	33	62	70	0	70	33	32	2	31
190720	112374	70	ST	61	61	93	52	41	63	39	58	1	58	63	52	3	41
190894	691	95	CB	61	69	66	42	49	53	63	68	0	76	52	57	1	47
190978	111065	82	RB	61	64	55	51	54	56	63	65	1	68	55	81	1	43
191090	88	14	CM	61	69	69	52	56	61	52	52	0	74	62	63	2	35
191093	100081	18	GK	61	66	59	61	65	61	36	60	0	65	24	28	0	25
191097	321	24	ST	61	61	74	58	49	56	45	68	1	83	58	69	1	46
191111	319	46	RB	61	66	79	38	59	59	59	53	0	65	60	60	1	59
191434	607	183	RB	61	61	63	49	54	48	60	58	0	40	52	50	1	51
191482	111674	183	CB	61	59	50	46	37	46	60	68	0	68	52	57	1	45
191870	110765	167	CB	61	61	78	32	56	62	64	73	1	73	62	32	3	56
191884	112115	167	CB	61	61	47	47	45	52	62	66	0	66	52	47	2	45
192009	1880	83	GK	61	72	59	60	63	63	35	63	0	40	20	30	0	25
192030	111398	195	CM	61	61	67	56	58	66	53	50	0	50	66	56	3	58
192125	111705	46	RB	61	65	65	35	54	53	61	56	0	57	50	41	1	21
192158	111705	46	CM	61	67	62	57	57	59	58	67	0	75	65	56	1	63
192191	1443	46	CM	61	61	69	51	64	60	45	40	0	40	60	51	3	64
192241	111400	195	RB	61	64	71	49	56	60	63	60	0	71	61	42	1	50
192328	112022	4	RM	61	68	76	45	57	63	33	47	0	43	58	61	1	49
192343	571	61	RW	61	72	72	51	54	62	37	37	0	39	60	45	2	45
192479	1798	14	CAM	61	70	73	44	60	64	51	54	0	48	63	52	1	22
192495	1803	89	CF	61	68	77	56	46	65	43	55	0	67	66	66	1	48
192496	1803	14	CB	61	72	66	37	54	44	62	69	0	72	54	58	1	30
192625	86	35	ST	61	64	70	60	48	51	52	62	0	68	56	69	2	41
192651	111393	195	CDM	61	67	69	45	59	63	62	65	0	75	62	44	1	35
192662	159	21	RB	61	64	69	37	53	58	61	62	0	58	59	64	1	33
192831	112237	27	CB	61	66	54	33	48	50	62	66	0	78	51	51	1	35
192923	1820	18	CB	61	61	46	31	56	34	62	65	1	65	34	31	2	56
192973	111083	37	CM	61	61	34	56	62	60	57	58	0	58	60	56	3	62
193014	89	103	LB	61	65	83	45	58	60	58	63	1	62	61	58	2	63
193073	1802	14	CB	61	61	51	26	34	30	63	72	1	87	34	24	1	38
193136	1786	13	ST	61	70	78	58	53	65	44	58	0	61	65	60	2	62
193188	688	95	GK	61	61	68	58	62	65	55	57	0	64	20	33	0	25
193250	256	10	CB	61	61	80	30	52	59	61	54	0	54	59	30	3	52
193268	112487	27	CM	61	68	75	53	59	66	51	53	0	57	67	60	2	32
193376	64	124	LW	61	62	81	39	54	67	59	52	1	58	63	41	1	43
193439	647	13	LM	61	63	77	49	55	63	41	48	0	60	62	61	2	44
193449	111373	4	ST	61	61	65	59	48	60	49	71	1	90	58	66	2	49
193468	894	47	LB	61	76	81	46	55	63	64	49	1	70	64	60	1	40
193660	1937	18	ST	61	65	76	58	53	61	40	64	0	78	60	60	1	51
193757	483	45	CDM	61	68	69	45	61	54	61	43	0	59	64	65	2	52
193837	1887	38	CM	61	64	60	49	61	58	60	66	0	71	65	58	1	45
193860	111821	4	RM	61	67	78	64	55	65	54	56	1	72	63	69	1	58
193875	111395	195	RB	61	64	73	36	62	61	62	60	0	74	60	54	1	26
193931	1936	50	CB	61	65	69	31	46	38	61	74	1	82	47	50	1	29
193939	15015	35	ST	61	66	59	58	48	51	43	70	0	78	45	65	2	45
194120	1794	14	RWB	61	67	72	30	60	61	61	58	0	64	60	32	1	59
194678	1955	14	CB	61	66	63	26	43	41	60	65	1	78	44	34	1	23
194891	1960	18	CB	61	72	45	31	51	40	63	66	0	71	55	37	1	30
194937	1962	14	CB	61	67	65	34	49	51	61	66	0	77	52	53	1	45
194997	110831	45	CDM	61	66	33	42	51	37	66	67	1	82	49	57	1	44
195182	112224	195	RW	61	65	77	58	52	70	32	29	1	43	68	57	2	64
196353	15015	14	LM	61	68	72	44	56	62	59	56	0	53	61	64	1	62
196940	181	14	CB	61	67	70	31	37	31	61	71	0	82	39	51	1	25
196952	1925	14	LB	61	73	62	44	64	51	60	49	0	62	59	64	1	59
196978	1800	14	ST	61	75	86	59	53	66	41	45	1	66	64	60	2	33
197012	695	82	RB	61	63	78	56	60	62	61	69	1	83	64	79	1	42
197040	696	80	CB	61	61	77	32	52	56	64	64	0	64	56	32	3	52
197527	111705	46	LB	61	63	65	46	57	53	61	61	0	64	67	64	1	61
197717	687	103	CDM	61	66	60	59	53	64	65	65	1	89	61	69	2	53
197774	7	14	ST	61	65	70	63	59	62	36	43	1	43	63	66	1	57
197918	1937	70	ST	61	65	70	56	47	55	55	70	1	75	59	65	1	41
198032	88	14	CB	61	75	66	33	56	49	59	64	1	81	51	52	1	45
198038	1456	36	RW	61	69	71	53	52	66	35	53	1	65	69	69	1	65
198136	200	27	LW	61	75	77	62	63	69	46	61	1	66	69	68	2	51
198253	361	14	GK	61	67	69	60	54	63	38	55	1	59	25	25	0	25
198373	80	42	CM	61	71	80	55	61	65	53	53	0	64	64	56	1	42
198440	111091	37	GK	61	61	64	55	62	65	36	63	1	63	65	55	3	62
198490	111277	46	CM	61	65	59	60	61	54	62	69	1	70	61	74	1	70
198517	110770	108	CDM	61	66	72	50	61	64	56	56	0	59	63	62	2	53
198582	1867	45	RM	61	64	74	47	57	65	50	54	0	55	63	56	2	51
198690	112134	56	CM	61	61	60	61	57	68	38	44	1	44	68	61	3	57
198701	110734	27	ST	61	70	80	60	55	62	43	56	1	66	66	66	2	52
198891	1954	25	CM	61	63	72	61	64	64	48	60	1	65	63	72	1	67
198991	112218	40	CM	61	74	63	49	60	56	62	43	0	60	67	64	1	50
198992	110109	40	ST	61	61	64	55	49	64	42	59	0	59	64	55	3	49
199264	1475	167	CDM	61	64	80	44	52	61	66	54	1	70	57	34	1	63
199284	1715	47	CDM	61	64	72	52	63	60	55	70	0	88	66	61	1	46
199317	260	45	ST	61	61	69	56	35	54	44	66	0	66	54	56	2	35
199488	468	45	CAM	61	67	68	48	64	61	42	48	0	51	62	40	2	60
199504	896	47	CDM	61	75	80	54	59	56	62	60	0	82	64	73	1	58
199654	780	4	RB	61	71	57	33	47	45	63	63	0	68	55	62	1	31
199811	112224	195	CAM	61	62	57	58	62	62	52	68	0	70	64	59	1	67
199815	1803	14	CM	61	69	66	56	65	60	49	56	1	63	67	60	1	63
199893	1465	36	CM	61	61	73	62	61	62	51	56	1	56	62	62	3	61
199906	110231	40	ST	61	61	73	48	59	60	45	56	0	56	60	48	3	59
199949	472	45	RB	61	66	77	38	55	54	63	56	0	70	58	61	1	34
199960	14	14	LM	61	72	83	61	48	70	32	47	1	37	68	67	2	68
200061	1955	14	CM	61	68	69	58	66	60	51	55	1	65	65	63	2	67
200079	111083	37	RW	61	63	68	55	60	63	50	56	0	57	59	58	2	39
200138	77	14	CB	61	68	73	35	48	51	61	61	1	76	55	58	1	25
200265	86	145	CB	61	65	65	51	54	58	61	69	1	74	59	62	2	35
200295	244	45	ST	61	73	71	58	55	65	46	57	0	64	63	63	1	53
200443	873	42	LB	61	70	73	46	62	64	59	67	1	67	64	63	2	65
200491	1853	45	RM	61	72	75	50	53	65	39	44	0	34	62	54	2	47
200551	982	167	CM	61	61	74	47	58	64	59	66	0	66	64	47	3	58
200597	111588	167	LW	61	66	76	53	62	59	42	59	0	58	61	59	2	64
200661	15048	14	CM	61	67	67	53	59	60	59	54	0	63	64	57	1	36
200781	1800	14	CM	61	74	70	48	64	55	60	60	0	70	64	55	1	47
200807	91	50	RB	61	72	68	46	56	57	61	62	0	62	60	61	1	35
200810	614	27	RB	61	74	68	39	58	58	62	64	0	66	58	61	1	33
200812	15	21	CB	61	69	66	54	58	54	61	66	0	63	60	62	1	58
200861	1902	37	GK	61	64	62	61	62	62	49	58	0	64	25	25	0	25
200980	1754	42	RM	61	72	73	58	53	65	34	49	0	57	61	65	2	42
201170	110749	37	CM	61	61	68	45	63	65	55	63	0	63	65	45	3	63
201261	453	103	CB	61	61	61	34	48	44	61	64	0	64	44	34	2	48
201322	393	22	GK	61	67	70	57	61	67	45	55	1	67	27	24	0	25
201401	1867	45	RB	61	70	76	26	54	43	59	63	0	61	55	22	1	44
201522	29	21	CM	61	61	54	54	58	61	61	68	0	68	61	54	3	58
201876	299	36	CM	61	70	71	65	59	70	50	64	1	70	69	70	1	51
201921	1934	14	ST	61	66	80	60	45	62	38	60	0	52	61	66	2	53
201984	111070	95	CM	61	61	34	49	61	60	59	59	0	59	60	49	3	61
202034	269	133	ST	61	61	76	56	47	64	47	63	1	63	64	56	3	47
202109	1861	45	CAM	61	68	66	53	56	67	34	43	0	34	63	49	2	57
202175	1524	24	ST	61	67	75	57	59	62	40	61	0	76	63	68	1	45
202184	111065	57	ST	61	73	88	59	49	73	34	44	1	34	69	69	2	55
202221	687	95	CM	61	61	63	59	56	62	54	65	1	65	62	59	3	56
202223	687	95	LM	61	68	78	64	56	63	55	63	1	57	65	76	2	56
202259	299	36	CB	61	70	69	28	47	53	62	63	0	69	50	52	1	23
202260	1755	36	RB	61	69	71	43	53	45	65	69	0	81	59	57	1	29
202289	1478	167	CB	61	64	75	52	52	46	65	65	1	83	42	59	1	45
202375	209	4	CM	61	68	77	58	58	71	47	50	1	47	71	68	2	73
202379	1861	101	ST	61	68	91	56	46	62	50	62	1	72	64	74	1	50
202465	837	25	CM	61	70	71	56	60	58	63	54	0	69	60	66	2	63
202501	110062	45	LB	61	67	78	46	47	53	60	59	0	59	54	64	1	47
202575	111651	95	CB	61	61	59	57	57	57	65	68	1	83	56	66	1	49
202647	471	52	CM	61	61	65	53	65	64	46	45	1	45	64	53	3	65
202674	1475	54	ST	61	61	91	55	56	63	50	72	1	72	63	55	3	56
202676	111398	195	ST	61	75	78	58	57	66	43	54	0	61	74	68	1	37
202749	112115	167	CB	61	64	59	43	61	39	63	71	0	75	42	51	1	50
202989	1475	167	ST	61	72	80	60	47	59	41	69	0	77	65	66	1	55
202996	110765	167	CM	61	61	74	55	52	62	39	64	0	64	62	55	3	52
203224	13	195	CB	61	71	57	33	55	45	59	66	0	75	58	38	1	25
203435	1819	108	CDM	61	74	66	36	61	60	60	62	0	73	64	63	1	39
203443	1903	34	RB	61	68	66	32	57	59	64	65	1	85	64	38	1	30
203502	1919	14	CM	61	70	77	56	65	67	49	48	1	42	67	61	1	66
203623	112218	191	RB	61	61	45	52	56	56	62	59	0	57	58	60	1	50
203780	94	47	CB	61	71	68	26	34	38	60	60	0	72	56	23	1	34
203877	631	34	RW	61	66	91	50	44	63	35	62	1	50	52	55	2	34
204047	112254	14	ST	61	65	88	51	50	65	41	65	1	49	59	52	3	31
204087	110069	45	LM	61	61	52	59	67	65	42	39	1	49	64	44	2	73
204135	459	45	LB	61	68	75	52	55	57	60	60	0	71	62	67	1	48
204173	379	18	CDM	61	70	54	50	53	48	61	69	0	73	58	64	1	61
204304	1917	14	CAM	61	69	67	55	63	69	50	51	1	53	69	56	2	67
204354	13	14	GK	61	71	63	64	61	60	44	58	0	52	33	20	0	25
204360	100805	14	RM	61	71	62	53	62	65	62	61	0	59	63	71	2	52
204459	1925	14	CB	61	80	59	33	36	28	61	64	0	76	33	47	1	21
204507	1803	14	RM	61	70	72	58	54	67	38	43	0	52	64	63	2	46
204635	1936	38	RB	61	63	71	37	56	55	61	65	0	73	55	51	2	48
204806	453	133	CM	61	61	65	46	55	50	63	60	1	60	50	46	2	55
204877	66	126	CDM	61	75	67	44	59	60	64	61	0	70	61	48	1	47
204882	1951	195	RM	61	79	77	50	52	67	34	38	0	29	65	57	2	40
204891	212	18	GK	61	67	61	62	60	60	44	61	0	71	20	25	0	25
205163	10	50	CM	61	78	71	44	62	62	60	54	0	64	68	64	2	55
205196	78	12	CM	61	77	65	47	63	60	58	57	0	62	60	66	1	54
205279	980	163	CM	61	61	63	51	63	62	45	43	0	43	62	51	3	63
205285	1478	167	CM	61	61	79	40	64	62	42	58	0	58	62	40	3	64
205347	1934	195	CM	61	70	71	48	64	61	56	62	0	66	63	67	1	45
205387	57	18	GK	61	69	64	59	60	65	45	58	0	69	23	25	0	25
205407	39	27	CM	61	79	74	40	60	62	55	58	0	69	74	68	2	71
205443	503	21	ST	61	61	60	57	41	57	38	69	0	69	57	57	3	41
205481	91	14	ST	61	80	73	56	54	65	51	57	0	56	66	56	2	55
205496	206	54	GK	61	68	62	59	58	65	45	59	0	77	29	25	0	25
205596	142	14	LB	61	70	69	38	54	63	59	56	0	59	65	33	1	31
205681	631	34	ST	61	61	81	56	46	61	36	66	1	66	61	56	3	46
205810	1910	34	RB	61	72	62	35	60	59	62	65	0	67	58	46	1	31
205834	111277	46	RM	61	71	74	51	54	67	43	37	0	44	71	71	1	62
205865	106	14	CB	61	61	58	33	39	53	65	58	0	58	53	33	2	39
205887	1954	14	ST	61	77	74	56	44	56	38	64	0	71	61	55	1	37
205903	873	37	CDM	61	66	66	50	57	59	60	60	0	57	60	58	1	60
205947	58	127	ST	61	72	70	58	50	56	38	62	0	58	68	58	2	41
205970	1790	14	RM	61	77	74	54	59	60	44	49	0	61	63	59	2	58
206035	1855	45	CAM	61	75	67	48	55	68	60	58	1	74	72	69	2	50
206098	110704	45	RB	61	71	61	36	60	50	61	62	0	59	61	43	1	47
206109	111974	117	CDM	61	74	72	51	67	61	52	57	1	69	66	70	1	46
206155	110915	27	GK	61	68	66	56	64	66	42	58	0	42	25	25	0	25
206227	420	208	CM	61	61	69	55	58	67	38	49	1	49	67	55	3	58
